num,name_pt,name_zh,cas,ec,notes
285,Pipradrol* e seus sais,*哌苯甲醇及其盐,467-60-7,207-394-5,
286,Azaciclonol* e seus sais,*阿扎环醇及其盐,115-46-8,204-092-5,
287,Bietamiverina*,*比坦维林,479-81-2,207-538-7,
288,Butopiprina* e seus sais,*布托哌林及其盐,55837-15-5,259-848-7,
290,Coniína,毒芹碱,458-88-8,207-282-6,
291,Prunus laurocerasus L. (água de Louro Cereja),桂樱（Prunus laurocerasus L.，樱桃月桂水）,89997-54-6,289-689-9,
292,Metirapona*,*美替拉酮,54-36-4,200-206-2,
293,Substâncias Radioativas,放射性物质,-,-,
294,"Juniperus sabina L. (folhas, óleo essencial e preparações galênicas)",叉子圆柏（Juniperus sabina L.，叶、精油及植物制剂）,90046-04-1,289-971-1,
295,"Hioscina, seus sais e derivados",东莨菪碱、其盐及衍生物,51-34-3,200-090-3,
296,Sais de Ouro,金盐,-,-,
297,"Selênio e seus compostos, com exceção do dissulfeto de selênio sob as condições estabelecidas em outras listas de substâncias",硒及其化合物（其他列表规定条件下的二硒化硒除外）,7782-49-2,231-957-4,
298,Solanum nigrum L. e suas preparações galênicas,龙葵（Solanum nigrum L.）及其植物制剂,84929-77-1,284-555-6,
299,Esparteína e seus sais,鹰爪豆碱及其盐,90-39-1,201-988-8,
300,Glicocorticóides,糖皮质激素类,-,-,
301,Datura stramonium L. e suas preparações galênicas,曼陀罗（Datura stramonium L.）及其植物制剂,84696-08-2,283-627-4,
302,"Estrofantinas, suas agliconas e seus respectivos derivados",毒毛旋花子苷、其苷元及相应衍生物,11005-63-3,234-239-9,
303,Espécies de Strophantus e suas preparações,毒毛旋花属植物及其制剂,-,-,
304,Estricnina e seus sais,士的宁及其盐,57-24-9,200-319-7,
305,Espécies de Strychnos e suas preparações galênicas,马钱子属植物及其植物制剂,91080-18-1,293-509-4,
306,"Narcóticos, naturais e sintéticos",麻醉药（天然及合成）,-,-,
308,Sultiamo*,*舒噻嗪,61-56-3,200-511-0,
309,Neodimio e seus sais,钕及其盐,7440-00-8,231-109-3,
310,Tiotepa*,*塞替派,52-24-4,200-135-7,
311,Pilocarpus jaborandi Holmes e suas preparações galênicas,毛果芸香（Pilocarpus jaborandi Holmes）及其植物制剂,84696-42-4,283-649-4,
312,Telúrio e seus compostos,碲及其化合物,13494-80-9,236-813-4,
313,Xilometazolina* e seus sais,*赛洛唑啉及其盐,526-36-3,208-390-6,
314,Tetracloroetileno,四氯乙烯,127-18-4,204-825-9,
315,Tetracloreto de Carbono,四氯化碳,56-23-5,200-262-8,
316,Tetrafosfato de hexaetila,六乙基四磷酸酯,757-58-4,212-057-0,
317,Tálio e seus compostos,铊及其化合物,7440-28-0,231-138-1,
318,Extrato Glicosídico de Thevetia neriifolia Juss.,黄花夹竹桃（Thevetia neriifolia Juss.）苷类提取物,90147-54-9,290-446-4,
319,Etionamida*,*乙硫异烟胺,536-33-4,208-628-9,
320,Fenotiazina* e seus compostos,*吩噻嗪及其化合物,92-84-2,202-196-5,
321,"Tiouréia e seus derivados, com exceção dos mencionados em outras listas de substâncias",硫脲及其衍生物（其他列表另有规定的除外）,62-56-6,200-543-5,
322,Mefenesina* e seus ésteres,*美芬新及其酯,59-47-2,200-427-4,
323,"Vacinas, toxinas ou soros",疫苗、毒素或血清,-,-,
324,Tranilcipromina* e seus sais,*反苯环丙胺及其盐,155-09-9,205-841-9,
325,Tricloronitrometano (cloropicrina),三氯硝基甲烷（氯化苦）,76-06-2,200-930-9,
326,"2, 2, 2 - Tribromoetanol (álcool tribromoetílico)",2,2,2-三溴乙醇（三溴乙醇）,75-80-9,200-903-1,
329,Trietiodeto de galamina*,*加拉碘铵,65-29-2,200-605-1,
330,Urginea scilla Stern. e suas preparações galênicas,海葱（Urginea scilla Stern.）及其植物制剂,84650-62-4,283-520-2,
331,"Veratrina, seus sais e preparações galênicas",藜芦碱、其盐及植物制剂,8051-02-3,613-062-00-4,
332,Schoenocaulon officinale Lind. (sementes e preparações galênicas),沙巴藜芦（Schoenocaulon officinale Lind.，种子及植物制剂）,84604-18-2,283-296-6,
333,Veratrum spp. e suas preparações,藜芦属植物及其制剂,90131-91-2,290-407-1,
334,Cloreto de viníla (Monômero),氯乙烯（单体）,75-01-4,200-831-0,
336,Sais de acidos o–alquilditiocarbônicos,邻烷基二硫代氨基甲酸盐,-,-,
337,Ioimbina e seus sais,育亨宾及其盐,146-48-5,205-672-0,
338,Dimetilsulfóxido*,*二甲基亚砜,67-68-5,200-664-3,
339,Difenidramina* e seus sais,*苯海拉明及其盐,58-73-1/147-24-0/88637-37-0,-,
341,4 - terc – butilpirocatecol,4-叔丁基邻苯二酚,98-29-3,202-653-9,
342,Dihidrotaquisterol*,*二氢速甾醇,67-96-9,200-672-7,
343,Dioxano,二氧六环,123-91-1,204-661-8,
345,Pyrethrum album L. e suas preparações galênicas,白花除虫菊（Pyrethrum album L.）及其植物制剂,-,-,
346,Maleato de 2 – [4 - Metoxibenzil - N - (2 - piridil) amino] etildimetilamina,2-[4-甲氧基苄基-N-(2-吡啶基)氨基]乙基二甲胺马来酸盐,59-33-6,200-422-7,
347,Tripelenamina*,*曲普利啶,91-81-6,202-100-1,
348,Tetraclorosalicilanilidas,四氯水杨酰苯胺类,7426-07-5,-,
350,Tetrabromosalicilanilidas,四溴水杨酰苯胺类,-,-,
351,Dibromosalicilanilidas,二溴水杨酰苯胺类,-,-,
352,Bitionol*,*硫双二氯酚,97-18-7,202-565-0,
353,Monossulfetos de Tiurão,秋兰姆一硫化物,97-74-5,202-605-7,
356,4 – Fenilbut - 3 - en - 2 – ona,4-苯基丁-3-烯-2-酮,122-57-6,204-555-1,
357,Benzoatos do álcool 4 -,4-醇苯甲酸酯类,-,
359,Óleo de sementes de Laurus nobilis L.,月桂（Laurus nobilis L.）籽油,84603-73-6,283-272-5,
360,"Safrol, salvo os conteúdos normais em óleos naturais utilizados e sempre que a concentração não exceda: 100 ppm em produtos terminados 50 ppm em produtos para higiene oral e dental safrol não deve estar presente em cremes dentais específicos para crianças",黄樟素（天然油中正常含量除外，终产品≤100ppm，口腔护理产品≤50ppm，儿童专用牙膏不得检出）,94-59-7,202-345-4,
361,"Dihipoiodito de 5,5'-Di-isopropil-2,2'- dimetilbifenila-4,4'-diila (iodotimol)",5,5'-二异丙基-2,2'-二甲基联苯-4,4'-二基二次碘酸盐（碘麝香草酚）,552-22-7,209-007-5,
362,"3'-etil-5',6',7',8'-tetrahidro-5',5',8',8'- tetrametil- 2'-acetonaftona ou",3'-乙基-5',6',7',8'-四氢-5',5',8',8'-四甲基-2'-乙酰萘,-,-,
363,o - Fenilenodiamina e seus sais,邻苯二胺及其盐,95-54-5,202-430-6,
364,4 - Metil – m - fenilenodiamina e seus sais,4-甲基-间苯二胺及其盐,95-80-7,202-453-1,
367,"2, 3, 7, 8 - Tetraclorodibenzo - p – dioxina",2,3,7,8-四氯二苯并对二噁英,1746-01-6,217-122-7,
368,"Acetato de 2, 6 - dimetil - 1, 3 - dioxana - 4 - ila (dimetoxana)",2,6-二甲基-1,3-二氧杂环己烷-4-基乙酸酯（地美沙烷）,828-00-2,212-579-9,
370,"N - (triclorometiltio) - 4 - ciclohexeno - 1, 2 - dicarboximida (Captana - ISO)",N-(三氯甲硫基)-4-环己烯-1,2-二甲酰亚胺（克菌丹-ISO）,133-06-2,205-087-0,
371,"2, 2' - Dihidroxi - 3, 3', 5, 5', 6, 6' - hexaclorodifenilmetano (hexaclorofeno)",2,2'-二羟基-3,3',5,5',6,6'-六氯二苯甲烷（六氯酚）,70-30-4,200-733-8,
372,"3-Óxido de 6-(piperidinil)-2,4-pirimidinadiamina (Minoxidil) e seus sais",6-(哌啶基)-2,4-嘧啶二胺3-氧化物（米诺地尔）及其盐,38304-91-5,253-874-2,
373,"3, 4', 5 - Tribromossalicilanilida",3,4',5-三溴水杨酰苯胺,87-10-5,201-723-6,
374,Phytolacca spp. e suas preparações,商陆属植物及其制剂,65497-07-6,-,
376,"1 - Metoxi - 2, 4 - diaminobenzeno (2, 4 - diaminoanisol - CI 76050) e seus sais",1-甲氧基-2,4-二氨基苯（2,4-二氨基苯甲醚-CI 76050）及其盐,615-05-4,210-406-1,
377,"1 - Metoxi - 2, 5 - diaminobenzeno (2, 5 - diaminoanisol) e seus sais",1-甲氧基-2,5-二氨基苯（2,5-二氨基苯甲醚）及其盐,5307-02-8,226-161-9,
378,Corante CI 12140,染料 CI 12140,3118-97-6,221-490-4,
379,Corante CI 26105,染料 CI 26105,85-83-6,201-635-8,
381,"4 – dimetilaminobenzoato de amila, misturas de isômeros (padimato A*)",4-二甲氨基苯甲酸戊酯（异构体混合物，帕地马酯A*）,14779-78-3,238-849-6,
382,Peróxido de benzoila,过氧化苯甲酰,94-36-0,202-327-6,
383,2-Amino-4-nitrofenol,2-氨基-4-硝基苯酚,99-57-0,202-767-9,
384,2-Amino-5-nitrofenol,2-氨基-5-硝基苯酚,121-88-0,204-503-8,
385,"11-α-hidroxipregn-4-eno-3,20-diona e seus ésteres",11α-羟基孕-4-烯-3,20-二酮及其酯,80-75-1,201-306-9,
386,Corante CI 42640,染料 CI 42640,1694-09-3,216-901-9,
387,Corante CI 13065,染料 CI 13065,587-98-4,209-608-2,
388,Corante CI 42535,染料 CI 42535,8004-87-3,-,
389,Corante CI 61554,染料 CI 61554,17354-14-2,241-379-4,
390,Antiandrogênios com estrutura esteroidiana,甾体结构抗雄激素类,-,-,
391,"Zircônio e seus compostos, com a exceção dos complexos mencionados em outras listas de substâncias",锆及其化合物（其他列表提及的络合物除外）,7440-67-7,231-176-9,
392,Tirotricina,短杆菌素,1404-88-2,215-771-0,
393,Acetonitrilo,乙腈,75-05-8,200-835-2,
394,Tetrahidrozolina (tetrizolina*) e seus sais,四氢唑啉（替唑啉*）及其盐,84-22-0/522-48-5/33067-94-6,-,
396,"Dióxido de 2,2'- ditio -1,1' bispiridina (aditivado com sulfato de magnésio trihidratado)",2,2'-二硫代-1,1'-联吡啶二氧化物（添加三水硫酸镁）,-,-,
397,"Corante CI 12075 e suas lacas, pigmentos e sais",染料 CI 12075及其色淀、颜料和盐,3468-63-1,222-429-4,
398,Corante CI 45170 e CI 45170:1,染料 CI 45170及CI 45170:1,81-88-9/509-34-2/6373-07-5,-,
400,"1,2-Epoxibutano",1,2-环氧丁烷,106-88-7,203-438-2,
402,Lactato de estrôncio,乳酸锶,29870-99-3,249-915-9,
403,Nitrato de estrôncio,硝酸锶,10042-76-9,233-131-9,
404,Policarboxilato de estrôncio,聚羧酸锶,-,-,
405,Pramocaína,普莫卡因,140-65-8,205-425-7,
408,Pirocatecol (Catecol),邻苯二酚（儿茶酚）,120-80-9,204-427-5,
411,Alquilaminas e alcanolaminas secundárias e seus sais,烷基胺、仲烷醇胺及其盐,111-42-2/110-97-4,-,
412,4-amino-2-nitrofenol,4-氨基-2-硝基苯酚,119-34-6,204-316-1,
413,2-Metil-m-fenilenodiamina,2-甲基-间苯二胺,823-40-5,212-513-9,
414,"4-terc-butil-3-metoxi-2,6-dinitrotolueno (Musk ambrette)",4-叔丁基-3-甲氧基-2,6-二硝基甲苯（麝香酮）,83-66-9,201-493-7,
416,"Células, tecidos e produtos de origem humana",人源细胞、组织及制品,-,-,
417,"3,3-Bis(4-hidroxifenil) ftalida(fenolftaleína*)",3,3-双(4-羟基苯基)酞（酚酞*）,77-09-8,201-004-7,
418,Ácido 3-imidazol-4-ilacrílico (ácido urocânico) e seu éster etílico,3-咪唑-4-基丙烯酸（尿刊酸）及其乙酯,104-98-3/27538-35-8,-,
419,"a) Crânio, incluindo encéfalo e olhos, amídalas e medula espinhal de: -animais de espécie bovina de mais de 12 meses de idade -animais das espécies ovina e caprina de mais de 12 meses de idade ou que mostrem gengiva perfurada por um inciso definitivo b)     O baço de animais das espécies ovina e caprina e ingredientes derivados A proibição destes ingredientes é aplicável àqueles produtos provenientes de paises com suspeita de risco de transmissão da encefalopatia espongiforme, não sendo aplicados aos Estados Partes do MERCOSUL ou quando acompanhados de uma declaração juramentada que certifique que os mesmos sejam provenientes de paises livres da enfermidade. Entretanto, podem ser utilizados derivados de sebo sempre e quando se tenha aplicado os seguintes métodos, estritamente certificados pelo fabricante: -Transesterificação ou hidrólise a um mínimo de 200°C sob uma pressão correspondente adequada, durante 20 minutos (glicerina, ácidos graxos e seus ésteres graxos). -Saponificação com NAOH 12M (glicerina e sabão) por: -processo descontínuo: 95°C durante 3 horas, ou -processo contínuo: 140°C 2 bar (2000 hPa) durante 8 minutos ou condições equivalentes.",a) 颅骨（含脑、眼）、扁桃体、脊髓：-12月龄以上牛科动物，-12月龄以上或牙龈有明显切迹的羊/山羊科动物；b) 羊/山羊科动物脾脏及衍生原料。禁止用于海绵状脑病风险国家来源的产品，不适用于南方共同市场成员国或持无疫证明国家。允许使用油脂衍生物（需经制造商严格认证以下工艺之一）：-200℃以上、相应压力下酯交换或水解≥20分钟（甘油、脂肪酸及酯）；-12M NaOH皂化：间歇法95℃×3h，或连续法140℃×2bar×8分钟（或等效条件）。,-,-,
421,"1,1,3,3,5-pentametil-4,6 - dinitroindano (moskene)",1,1,3,3,5-五甲基-4,6-二硝基茚（麝香烯）,116-66-5,204-149-4,
423,"Óleo de alantroot (Inula helenium), quando usado como ingrediente de fragrância.",土木香（Inula helenium）油（用作香料成分）,97676-35-2,-,
424,"Cianeto de benzila, quando usado como ingrediente de fragrância.",苄基氰（用作香料成分）,140-29-4,-,
425,"Álcool de cíclame, quando usado como ingrediente de fragrância.",仙客来醇（用作香料成分）,4756-19-8,225-289-2,
426,"Maleato dietílico, quando usado como ingrediente de fragrância.",马来酸二乙酯（用作香料成分）,141-05-9,205-451-9,
427,"Dihidrocumarina, quando usado como ingrediente de fragrância.",二氢香豆素（用作香料成分）,119-84-6,204-354-9,
428,"2,4-dihidroxi-3-metilbenzaldeído, quando usado como ingrediente de fragrância.",2,4-二羟基-3-甲基苯甲醛（用作香料成分）,6248-20-0,228-369-5,
429,"3,7-Dimetil-2-octeno-1-ol (6,7-dihidrogeraniol), quando usado como ingrediente de fragrância.",3,7-二甲基-2-辛烯-1-醇（6,7-二氢香叶醇）（用作香料成分）,40607-48-5,254-999-5,
430,"4,6-Dimetil-8-terc-butilcumarina, quando usado como ingrediente de fragrância",4,6-二甲基-8-叔丁基香豆素（用作香料成分）,17874-34-9,241-827-9,
431,"Citraconato dimetílico, quando usado como ingrediente de fragrância",柠康酸二甲酯（用作香料成分）,617-54-9,-,
432,"7,11-dimetil-4,6,10-dodecatrieno-3-ona, quando usado como ingrediente de fragrância.",7,11-二甲基-4,6,10-十二碳三烯-3-酮（用作香料成分）,26651-96-7,247-878-3,
433,"6,10-dimetil-3,5,9-undecatrieno-2-ona, quando usado como ingrediente de fragrância.",6,10-二甲基-3,5,9-十一碳三烯-2-酮（用作香料成分）,141-10-6,-,
434,"Difenilamina, quando usado como ingrediente de fragrância.",二苯胺（用作香料成分）,122-39-4,204-539-4,
435,"Acrilato de etila, quando usado como ingrediente de fragrância.",丙烯酸乙酯（用作香料成分）,140-88-5,205-438-8,
436,"Folhas de figueira (Ficus carica L.), quando usadas como ingrediente de fragrância.",无花果（Ficus carica L.）叶（用作香料成分）,68916-52-9,-,
437,"trans-2-heptenal , quando usado como ingrediente de fragrância.",反式-2-庚烯醛（用作香料成分）,18829-55-5,242-608-0,
438,"trans-2-hexenaldietilacetal, quando usado como ingrediente de fragrância.",反式-2-己烯醛二乙缩醛（用作香料成分）,67746-30-9,266-989-8,
439,"trans-2-hexenaldimetilacetal, quando usado como ingrediente de fragrância.",反式-2-己烯醛二甲缩醛（用作香料成分）,18318-83-7,-,
440,"Álcool hidroabietílico, quando usado como ingrediente de fragrância.",氢化枞醇（用作香料成分）,26266-77-3,-,
441,"6-Isopropil-2-decahidronaftalenol, quando usado como ingrediente de fragrância.",6-异丙基-2-十氢萘酚（用作香料成分）,34131-99-2,251-841-7,
442,"7-Metoxicumarina, quando usado como ingrediente de fragrância.",7-甲氧基香豆素（用作香料成分）,531-59-9,-,
443,"4-(4-Metoxifenil)-3-buteno-2-ona, quando usado como ingrediente de fragrância.",4-(4-甲氧基苯基)-3-丁烯-2-酮（用作香料成分）,943-88-4,213-404-9,
444,"1-(4-Metoxifenil)-1-penteno-3-ona, quando usado como ingrediente de fragrância.",1-(4-甲氧基苯基)-1-戊烯-3-酮（用作香料成分）,104-27-8,203-190-5,
445,"trans-2-Butenoato de metilo, quando usado como ingrediente de fragrância.",反式-2-丁烯酸甲酯（用作香料成分）,623-43-8,210-793-7,
446,"7-Metilcumarina, quando usado como ingrediente de fragrância.",7-甲基香豆素（用作香料成分）,2445-83-2,219-499-3,
447,"5-Metil-2,3-hexanodiona, quando usado como ingrediente de fragrância.",5-甲基-2,3-己二酮（用作香料成分）,13706-86-0,237-241-8,
448,"2-Pentilidenociclohexanona, quando usado como ingrediente de fragrância.",2-戊叉环己酮（用作香料成分）,25677-40-1,247-178-8,
449,"3,6,10-Trimetil-3,5,9-undecatrieno-2-ona, quando usado como ingrediente de fragrância.",3,6,10-三甲基-3,5,9-十一碳三烯-2-酮（用作香料成分）,1117-41-5,214-245-8,
450,"Óleo essencial de verbena (Lippia citriodora Kunth) e produtos derivados com exceção do absoluto, quando usado como ingrediente de fragrância.",马鞭草（Lippia citriodora Kunth）精油及衍生物（净油除外，用作香料成分）,8024-12-2,285-515-0,
451,"Metileugenol, exceto o teor normal nas essências naturais, e desde que a concentração não exceda: a) 0,02 % em fragrâncias finas b) 0,008 % em água de toilette",甲基丁香酚（天然精油中正常含量除外，浓度限值：a) 精细香料≤0.02%；b) 花露水≤0.008%）,93-15-2,202-223-0,
452,"6-(2-cloroetil)-6-(2-metoxietoxi)-2,5,7,10- tetraoxa-6-silaundecano",6-(2-氯乙基)-6-(2-甲氧基乙氧基)-2,5,7,10-四氧杂-6-硅杂十一烷,37894-46-5,253-704-7,
453,Dicloreto de cobalto,氯化钴,7646-79-9,231-589-4,
454,Sulfato de cobalto,硫酸钴,10124-43-3,233-334-2,
455,Monóxido de niquel,一氧化镍,1313-99-1,215-215-7,
456,Trióxido de diniquel,三氧化二镍,1314-06-3,215-217-8,
457,Dióxido de niquel,二氧化镍,12035-36-8,234-823-3,
458,Dissulfeto de triniquel,二硫化三镍,12035-72-2,234-829-6,
459,Tetracarbonilniquel,四羰基镍,13463-39-3,236-669-2,
460,Sulfeto de niquel,硫化镍,16812-54-7,240-841-2,
461,"Bromato de potássio, exceto em produtos para ondular cabelos, na concentração máxima de 10 %",溴酸钾（卷发产品除外，最大浓度10%）,7758-01-2,231-829-8,
462,Monóxido de carbono,一氧化碳,630-08-0,211-128-3,
463,"1,3-butadieno",1,3-丁二烯,106-99-0,203-450-8,
464,"Isobutano, se contiver ≥ 0,1 % (m/m) de butadieno",异丁烷（含丁二烯≥0.1% m/m）,75-28-5,200-857-2,
465,"Butano, se contiver ≥ 0,1 % (m/m) de butadieno",丁烷（含丁二烯≥0.1% m/m）,106-97-8,203-448-7,
466,"Gases (petróleo), C3-4, se contiverem > 0,1 % (m/m) de butadieno",石油气（C3-4，含丁二烯>0.1% m/m）,68131-75-9,268-629-5,
467,"Gás residual (petróleo), da coluna de absorção do destilado do cracking catalítico e do fracionamento de nafta do cracking catalítico, se contiver > 0,1 % (m/m) de butadieno",催化裂化石脑油馏分吸收塔残余气（含丁二烯>0.1% m/m）,68307-98-2,269-617-2,
468,"Gás residual (petróleo), do estabilizador do fracionamento da nafta polimerizada cataliticamente, se contiver > 0,1 % (m/m) de butadieno",催化聚合石脑油稳定塔残余气（含丁二烯>0.1% m/m）,68307-99-3,269-618-8,
469,"Gás residual (petróleo), do estabilizador do fracionamento da nafta do reforming catalítico, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",催化重整石脑油稳定塔残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-00-9,269-619-3,
470,"Gás residual (petróleo), do stripper da unidade de tratamento com hidrogênio de destilados do cracking, se contiver >0,1 % (m/m) de butadieno",裂化馏分加氢处理装置汽提塔残余气（含丁二烯>0.1% m/m）,68308-01-0,269-620-9,
471,"Gás residual (petróleo), da torre de absorção do cracking catalítico de gasóleo, se contiver > 0,1 % (m/m) de butadieno",柴油催化裂化吸收塔残余气（含丁二烯>0.1% m/m）,68308-03-2,269-623-5,
472,"Gás residual (petróleo), da unidade de recuperação de gases, se contiver > 0,1 % (m/m) de butadieno",气体回收装置残余气（含丁二烯>0.1% m/m）,68308-04-3,269-624-0,
473,"Gás residual (petróleo), do desetanizador da unidade de recuperação de gases, se contiver > 0,1 % (m/m) de butadieno",气体回收装置脱乙烷塔残余气（含丁二烯>0.1% m/m）,68308-05-4,269-625-6,
474,"Gás residual (petróleo), do fracionador do destilado hidrogenodessulfurizado e nafta hidrogenodessulfurizada, sem ácidos, se contiver > 0,1 % (m/m) de butadieno",加氢脱硫馏分及石脑油分馏塔残余气（无酸，含丁二烯>0.1% m/m）,68308-06-5,269-626-1,
475,"Gás residual (petróleo), do stripper do gasóleo de vácuo hidrogenodessulfurizado, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",加氢脱硫真空柴油汽提塔残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-07-6,269-627-7,
